open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_vol,taker_quote_vol,ignore
2019-09-25 12:00,8317.63,8351.36,8268.61,8308.67,1.836573,00:00.0,15258.0418,34,0.919646,7642.712,0
2019-09-25 13:00,8294.83,8420,8294.83,8397.28,0.529357,00:00.0,4428.5046,16,0.415439,3471.6692,0
2019-09-25 14:00,8403.96,8431.13,8378,8378,1.269979,00:00.0,10691.0665,55,0.857084,7217.8427,0
2019-09-25 15:00,8379.03,8414.58,8309.34,8309.34,1.015728,00:00.0,8497.7548,37,0.504075,4216.3483,0
2019-09-25 16:00,8309.34,8350.23,8291.78,8350.23,0.457421,00:00.0,3805.1979,20,0.340532,2833.8005,0
2019-09-25 17:00,8352.17,8399.79,8344.82,8379.03,2.287173,00:00.0,19133.4851,74,1.087667,9104.8076,0
2019-09-25 18:00,8378.46,8391.82,8326.31,8337.45,4.443823,00:00.0,37157.081,130,2.384074,19939.3798,0
2019-09-25 19:00,8351.81,8363.48,8329.81,8340.8,0.453505,00:00.0,3781.8133,17,0.397435,3313.5996,0
2019-09-25 20:00,8340.8,8512.49,8340.8,8512.49,1.570925,00:00.0,13336.0978,37,0.515034,4365.3237,0
2019-09-25 21:00,8512.49,8589.98,8488,8589.12,0.992125,00:00.0,8478.6896,26,0.699224,5972.1099,0
2019-09-25 22:00,8593.24,8631.98,8437.54,8441.04,5.909561,00:00.0,50624.0598,68,1.611853,13883.8745,0
2019-09-25 23:00,8426.33,8454.67,8372.98,8439.02,1.425042,00:00.0,12007.2259,57,0.967909,8173.2602,0
2019-09-26 0:00,8408.92,8444.19,8376.22,8376.22,0.218766,00:00.0,1839.9334,15,0.12011,1009.6461,0
2019-09-26 1:00,8386.19,8406.63,8350,8350,1.516964,00:00.0,12720.54,44,0.593738,4972.975,0
2019-09-26 2:00,8350.29,8377.91,8328.11,8370.16,3.32801,00:00.0,27803.7553,73,1.98704,16597.5576,0
2019-09-26 3:00,8371.92,8393.31,8348.21,8378.08,1.086334,00:00.0,9091.8336,29,0.541582,4530.7888,0
2019-09-26 4:00,8354.54,8383.25,8343.68,8361.49,0.456069,00:00.0,3813.0135,16,0.340307,2845.4653,0
2019-09-26 5:00,8368.79,8408.22,8368.79,8389.77,0.615159,00:00.0,5157.25,16,0.254619,2132.8407,0
2019-09-26 6:00,8385.05,8426.62,8384.77,8390.71,3.495391,00:00.0,29379.194,73,1.417942,11908.0243,0
2019-09-26 7:00,8390.51,8401.97,8361.97,8376.1,1.603514,00:00.0,13442.0541,43,1.206444,10109.1525,0
2019-09-26 8:00,8373.48,8417.93,8373.48,8417.93,0.876341,00:00.0,7363.7633,20,0.081783,686.911,0
2019-09-26 9:00,8428.37,8452.45,8402.12,8449.04,1.319371,00:00.0,11108.0437,45,1.039761,8752.5337,0
2019-09-26 10:00,8423.23,8441.53,8410.83,8441.53,1.249687,00:00.0,10521.8548,35,1.209687,10184.4258,0
2019-09-26 11:00,8444.35,8444.35,8405.13,8405.13,0.355503,00:00.0,2992.8851,11,0.15081,1268.9423,0
2019-09-26 12:00,8399.52,8433.86,8388.31,8417.93,1.144662,00:00.0,9631.1567,31,0.776011,6526.7975,0
2019-09-26 13:00,8415.08,8415.08,8061.47,8259.31,1.734003,00:00.0,14263.0864,106,0.675716,5533.1793,0
2019-09-26 14:00,8354.45,8354.45,8114.83,8188.05,2.93764,00:00.0,24011.5483,27,0.70851,5842.7461,0
2019-09-26 15:00,8160.77,8213.96,7863.76,7922.9,2.199143,00:00.0,17686.048,101,0.921252,7430.0251,0
2019-09-26 16:00,7903.79,7996.03,7746.83,7941.58,3.467267,00:00.0,27196.7843,173,2.180815,17123.3278,0
2019-09-26 17:00,7906.28,7945,7880.41,7916,0.883863,00:00.0,7000.7932,55,0.564031,4470.4877,0
2019-09-26 18:00,7919.93,8130.19,7912.25,8120.13,2.91735,00:00.0,23270.7956,121,1.301467,10401.4032,0
2019-09-26 19:00,8113.36,8117.77,8055.09,8105.36,1.673195,00:00.0,13509.9003,50,0.828071,6688.0321,0
2019-09-26 20:00,8120.6,8156.08,8082.54,8093.34,1.535138,00:00.0,12438.3603,53,0.392438,3186.1687,0
2019-09-26 21:00,8080,8080,8020.83,8065.89,1.989237,00:00.0,15979.4532,79,1.67937,13488.2892,0
2019-09-26 22:00,8065.89,8117.13,8027.84,8113.15,2.779558,00:00.0,22447.5299,89,1.28966,10410.482,0
2019-09-26 23:00,8111.22,8128.31,8058.05,8059.86,2.595529,00:00.0,21041.7145,112,1.472091,11922.4461,0
2019-09-27 0:00,8095.78,8095.78,7971.37,7978.85,3.028308,00:00.0,24338.6869,34,1.46569,11770.2231,0
2019-09-27 1:00,7968.91,7992.15,7950.27,7973.27,0.995374,00:00.0,7939.4411,27,0.527047,4202.2283,0
2019-09-27 2:00,8010.74,8020.44,7980.01,8004.2,0.800307,00:00.0,6397.3134,22,0.23495,1876.4115,0
2019-09-27 3:00,7997.18,8052.76,7997.18,8018.98,1.067563,00:00.0,8572.2748,24,0.270202,2167.68,0
2019-09-27 4:00,8029.3,8038.57,7990,8000.94,1.141869,00:00.0,9162.254,26,0.929226,7457.8461,0
2019-09-27 5:00,7990,7997.1,7970.1,7980.09,1.877814,00:00.0,15003.4757,30,0.62625,5003.8478,0
2019-09-27 6:00,7992,8029.21,7989.39,8029.21,1.135468,00:00.0,9091.0398,18,0.995468,7969.1676,0
2019-09-27 7:00,8034.78,8072.17,8034.78,8072.17,1.056229,00:00.0,8510.7985,33,0.745503,6009.9971,0
2019-09-27 8:00,8059.59,8109.64,8059.59,8072.6,3.331169,00:00.0,26930.6801,66,1.791982,14469.5017,0
2019-09-27 9:00,8074.62,8074.62,8019.8,8027.92,1.690268,00:00.0,13589.7874,42,1.184999,9529.4909,0
2019-09-27 10:00,8047.03,8078.2,8039.42,8052.52,1.956158,00:00.0,15761.9454,68,1.582901,12754.0079,0
2019-09-27 11:00,8062.23,8062.23,7956.27,7988.73,2.469896,00:00.0,19773.97,70,1.329465,10647.9764,0
2019-09-27 12:00,7984.47,8023.4,7952.91,7986.91,1.634139,00:00.0,13050.7211,36,0.865997,6914.2174,0
2019-09-27 13:00,8002.56,8026.22,7990.39,7990.39,0.759347,00:00.0,6084.9167,32,0.556787,4461.6248,0
2019-09-27 14:00,8063.44,8078.52,7997.82,7997.82,0.462333,00:00.0,3718.4692,22,0.243543,1966.6251,0
2019-09-27 15:00,7997.82,7997.82,7870.1,7969.37,0.76322,00:00.0,6051.4169,35,0.17363,1379.9578,0
2019-09-27 16:00,7969.37,8043.49,7969.37,8008.25,3.333501,00:00.0,26742.5342,126,1.97035,15802.4011,0
2019-09-27 17:00,8012.22,8056,7996.45,8038.24,0.776246,00:00.0,6226.7764,37,0.048174,386.121,0
2019-09-27 18:00,8037.06,8053.23,8025.61,8052.76,0.452221,00:00.0,3638.7681,9,0.258024,2075.5783,0
2019-09-27 19:00,8035.15,8063.28,8013.81,8018.38,0.429274,00:00.0,3452.598,7,0.22,1766.4986,0
2019-09-27 20:00,8018.38,8085,8008.01,8059.28,1.0525,00:00.0,8487.4334,47,0.849178,6850.5295,0
2019-09-27 21:00,8073.35,8273.24,8073.35,8231.51,2.008716,00:00.0,16465.7638,87,1.123915,9224.941,0
2019-09-27 22:00,8241.15,8250,8190.1,8190.1,2.812851,00:00.0,23113.9033,105,1.624901,13345.0542,0
2019-09-27 23:00,8193.11,8197.3,8158.96,8189.2,1.229286,00:00.0,10060.0602,32,0.85949,7040.7901,0
2019-09-28 0:00,8215.75,8219.63,8182.62,8214.44,1.818584,00:00.0,14922.2104,24,0.46549,3821.093,0
2019-09-28 1:00,8213.98,8213.98,8171.75,8171.75,1.180116,00:00.0,9673.4244,26,0.568153,4656.7298,0
2019-09-28 2:00,8180.3,8187.44,8140.01,8187.44,0.869498,00:00.0,7084.4873,22,0.30908,2521.1419,0
2019-09-28 3:00,8187.21,8190.5,8176.47,8176.47,0.434394,00:00.0,3555.1083,11,0.14797,1211.744,0
2019-09-28 4:00,8181.17,8187.6,8181.17,8184.91,0.036395,00:00.0,297.8786,3,0.011428,93.5678,0
2019-09-28 5:00,8179.4,8182.52,8161.94,8177.89,0.709836,00:00.0,5805.0678,8,0.689158,5636.2422,0
2019-09-28 6:00,8170.56,8170.56,8163.84,8164.72,0.353227,00:00.0,2884.4199,4,0.194649,1589.2459,0
2019-09-28 7:00,8182.56,8231.21,8182.56,8231.21,0.67604,00:00.0,5547.3143,17,0.521413,4277.519,0
2019-09-28 8:00,8214.13,8215.66,8190.01,8190.01,0.093754,00:00.0,769.3206,5,0.055588,456.0099,0
2019-09-28 9:00,8216.66,8220.68,8211.86,8220.68,0.233722,00:00.0,1919.9954,4,0.035645,292.8848,0
2019-09-28 10:00,8251.73,8251.73,8179.68,8190.17,0.453338,00:00.0,3723.8856,14,0.391497,3217.5262,0
2019-09-28 11:00,8187.96,8187.96,8147.02,8148.06,0.538332,00:00.0,4397.0085,14,0.305702,2492.5062,0
2019-09-28 12:00,8121.31,8142.96,8077,8107.4,0.77656,00:00.0,6291.1932,21,0.438091,3548.7703,0
2019-09-28 13:00,8085.61,8109.84,8059.91,8086.94,0.752832,00:00.0,6087.0265,32,0.593822,4798.5507,0
2019-09-28 14:00,8114.97,8117.36,8077.65,8077.65,0.133728,00:00.0,1085.0725,4,0.133728,1085.0725,0
2019-09-28 15:00,8064.76,8086.34,8033.48,8080.22,0.839704,00:00.0,6768.202,52,0.688122,5549.149,0
2019-09-28 16:00,8120.64,8125.27,8108.98,8111.59,0.218955,00:00.0,1778.801,8,0.218955,1778.801,0
2019-09-28 17:00,8109.78,8139,8109.78,8139,1.098601,00:00.0,8930.3345,33,0.325785,2649.1158,0
2019-09-28 18:00,8153.86,8174.53,8138.57,8142.33,0.575646,00:00.0,4701.1073,34,0.357373,2918.754,0
2019-09-28 19:00,8140.86,8140.86,8133.73,8134.07,0.136182,00:00.0,1107.9509,14,0.008131,66.1356,0
2019-09-28 20:00,8181.42,8181.42,8168.8,8169.99,0.051714,00:00.0,422.6479,5,0.024473,199.9223,0
2019-09-28 21:00,8157.28,8158.38,8142.79,8144.37,0.411929,00:00.0,3354.823,6,0.387456,3155.2851,0
2019-09-28 22:00,8143.71,8346.39,8082.45,8160.05,14.068219,00:00.0,115794.9819,311,7.693088,63214.9317,0
2019-09-28 23:00,8167.93,8217.56,8152.6,8205.15,0.975437,00:00.0,7979.0081,25,0.729647,5968.7017,0
2019-09-29 0:00,8205.71,8208.96,8195.71,8208.96,1.907211,00:00.0,15648.9799,31,1.17278,9622.8001,0
2019-09-29 1:00,8215.05,8215.05,8182.22,8188.48,0.176558,00:00.0,1448.4955,7,0.136658,1121.7752,0
2019-09-29 2:00,8183.14,8183.14,8165.41,8166,0.601904,00:00.0,4915.6207,8,0,0,0
2019-09-29 3:00,8166,8167.46,8153.43,8158.69,1.573285,00:00.0,12846.1909,17,0.403786,3297.6358,0
2019-09-29 4:00,8146.17,8146.17,8128.52,8128.52,0.25698,00:00.0,2090.6572,4,0.24152,1964.76,0
2019-09-29 5:00,8120.13,8148.69,8115.25,8137.46,0.574709,00:00.0,4676.8235,10,0.161595,1314.5106,0
2019-09-29 6:00,8121,8121,8091.41,8091.41,0.245635,00:00.0,1992.0463,27,0.071489,579.3078,0
2019-09-29 7:00,8103.02,8103.02,8067.99,8099.66,1.681413,00:00.0,13598.8257,69,1.423892,11517.278,0
2019-09-29 8:00,8110.75,8121.59,8105.7,8105.7,0.246498,00:00.0,1999.8693,25,0.161427,1309.8437,0
2019-09-29 9:00,8098.46,8127.88,8085.85,8104.89,2.396568,00:00.0,19418.8537,20,1.169373,9477.7563,0
2019-09-29 10:00,8111.88,8111.88,8073.81,8073.95,1.13646,00:00.0,9205.8927,16,0.260411,2109.7551,0
2019-09-29 11:00,8058.67,8107.67,8058.67,8090.03,2.101035,00:00.0,16959.1091,41,1.618698,13059.15,0
2019-09-29 12:00,8068.55,8081.29,7925.47,7985.75,3.525442,00:00.0,28247.4491,107,1.310729,10518.9883,0
2019-09-29 13:00,7989.77,8046.55,7984.22,7986.75,1.313177,00:00.0,10523.5886,17,0.421564,3379.6959,0
2019-09-29 14:00,8012.87,8023.22,7980.08,7980.08,1.240421,00:00.0,9913.6547,22,0.127743,1023.1356,0
2019-09-29 15:00,7980.64,7994.69,7921.99,7971.94,5.145577,00:00.0,41014.1167,95,1.654356,13181.3812,0
2019-09-29 16:00,7972.52,8038.19,7936.56,8037.61,5.237324,00:00.0,41773.8383,88,1.425293,11389.5878,0
2019-09-29 17:00,8036.83,8037.19,7996.61,7996.61,1.369004,00:00.0,10974.4915,42,0.832569,6672.81,0
2019-09-29 18:00,8014.87,8021.02,7970,7979.41,1.631035,00:00.0,13049.7391,72,0.966797,7741.8893,0
2019-09-29 19:00,7970,7992.68,7931.03,7962.75,1.381165,00:00.0,10995.4979,45,0.507039,4032.5747,0
2019-09-29 20:00,7961.52,8004.85,7961.52,7998.26,2.124825,00:00.0,16988.3227,41,1.340978,10719.2719,0
2019-09-29 21:00,8000.03,8090.03,7988.91,8052.07,3.282334,00:00.0,26407.6824,68,2.136948,17170.1119,0
2019-09-29 22:00,8055.26,8119.14,8055.26,8087.16,1.573743,00:00.0,12727.4205,30,1.422769,11506.3693,0
2019-09-29 23:00,8087.07,8087.07,8053.85,8053.85,1.444127,00:00.0,11665.5636,59,0.586252,4732.6894,0
2019-09-30 0:00,8062.79,8062.79,8000.01,8025.4,1.91759,00:00.0,15411.6324,64,0.98967,7960.7495,0
2019-09-30 1:00,8025.19,8026.98,7996.1,8026.98,0.65205,00:00.0,5223.5809,51,0.253151,2028.7357,0
2019-09-30 2:00,8018.34,8018.38,7986.6,7986.6,0.328671,00:00.0,2632.5673,8,0.156536,1253.4554,0
2019-09-30 3:00,7970.21,7985.8,7961.9,7985.8,0.60371,00:00.0,4812.5998,9,0.55101,4392.4483,0
2019-09-30 4:00,7986,7986,7750,7809.97,11.391325,00:00.0,89101.3141,164,2.608864,20421.1572,0
2019-09-30 5:00,7812.61,7850.57,7773.59,7798.58,4.431404,00:00.0,34640.7893,96,2.928108,22880.9925,0
2019-09-30 6:00,7796.78,7802.02,7739.38,7750.9,4.873003,00:00.0,37865.2859,116,2.146239,16692.1823,0
2019-09-30 7:00,7764.79,7816.4,7750.56,7816.4,0.846654,00:00.0,6587.5498,42,0.646591,5027.8708,0
2019-09-30 8:00,7789.12,7880.61,7789.12,7878.88,1.55519,00:00.0,12207.1198,29,1.307101,10259.9593,0
2019-09-30 9:00,7850.7,8022.11,7850.7,8022.11,2.174087,00:00.0,17289.2318,75,0.800743,6376.0148,0
2019-09-30 10:00,8008.56,8055.96,8003.96,8054.49,3.793492,00:00.0,30433.2166,92,2.659442,21325.8188,0
2019-09-30 11:00,8052.91,8090.31,8024.88,8049.64,0.588014,00:00.0,4734.5311,41,0.35599,2866.2987,0
2019-09-30 12:00,8042.66,8061.09,8000,8010.12,1.138761,00:00.0,9128.6924,58,0.341169,2733.1464,0
2019-09-30 13:00,8021.17,8160.59,8021.17,8129.3,4.253118,00:00.0,34558.8401,70,3.324745,27015.1039,0
2019-09-30 14:00,8117.04,8264.25,8107.07,8247.22,6.071836,00:00.0,49550.315,86,3.875564,31638.2657,0
2019-09-30 15:00,8224.62,8313.67,8224.62,8287.66,11.932348,00:00.0,98646.9779,116,8.318649,68793.1038,0
2019-09-30 16:00,8321.31,8331.92,8255.2,8279.33,5.095195,00:00.0,42124.296,107,0.969528,8030.3841,0
2019-09-30 17:00,8286.03,8286.03,8219.65,8245.66,0.37638,00:00.0,3110.9684,49,0.138318,1143.6942,0
2019-09-30 18:00,8273.69,8311.64,8273.69,8273.76,1.39728,00:00.0,11586.4576,59,0.600688,4982.7032,0
2019-09-30 19:00,8276.41,8279.83,8251.67,8275.8,2.187852,00:00.0,18071.7075,41,0.043759,361.7159,0
2019-09-30 20:00,8269.77,8269.77,8180.76,8220.2,1.902357,00:00.0,15634.5348,63,1.203321,9895.3502,0
2019-09-30 21:00,8235.97,8281.56,8190.6,8258.72,1.966111,00:00.0,16226.8217,44,0.35922,2965.5435,0
2019-09-30 22:00,8247.56,8278.69,8229.27,8241.79,0.825093,00:00.0,6805.1354,26,0.23052,1904.5587,0
2019-09-30 23:00,8252.76,8308.29,8251.47,8302.29,1.292892,00:00.0,10712.5677,54,0.277592,2300.282,0
2019-10-01 0:00,8313.22,8313.22,8216.14,8219.99,2.323202,00:00.0,19199.8491,65,0.490803,4050.0334,0
2019-10-01 1:00,8220.11,8307.2,8197.07,8286.85,3.325378,00:00.0,27388.0663,112,2.173927,17858.1667,0
2019-10-01 2:00,8287.17,8435.54,8287.17,8432.37,6.6097,00:00.0,55333.0713,153,3.439556,28831.8312,0
2019-10-01 3:00,8430.21,8500,8422.95,8422.95,7.516945,00:00.0,63661.5486,167,2.377321,20140.1702,0
2019-10-01 4:00,8413.38,8476.62,8413.38,8437.54,0.903981,00:00.0,7642.9933,87,0.279902,2366.3524,0
2019-10-01 5:00,8440.62,8458.06,8417.06,8434.88,1.975778,00:00.0,16687.687,93,1.083349,9156.843,0
2019-10-01 6:00,8430.23,8430.23,8368.52,8396.72,0.994579,00:00.0,8358.3893,65,0.268551,2256.1934,0
2019-10-01 7:00,8394.98,8434.33,8373.19,8425.64,0.464465,00:00.0,3896.9059,37,0.191719,1607.8642,0
2019-10-01 8:00,8427.61,8429.31,8368.6,8395.76,0.557326,00:00.0,4677.1,25,0.431618,3620.1581,0
2019-10-01 9:00,8391.14,8391.14,8328.77,8346.04,0.722351,00:00.0,6025.6512,32,0.219471,1830.5359,0
2019-10-01 10:00,8343.4,8376.11,8330.59,8344.22,2.36353,00:00.0,19715.2074,24,2.105762,17560.9541,0
2019-10-01 11:00,8315.78,8372.94,8314.65,8370.59,0.704041,00:00.0,5867.6866,37,0.546909,4555.3953,0
2019-10-01 12:00,8375.36,8434.08,8330,8341.2,3.044578,00:00.0,25447.1968,87,2.308529,19282.3077,0
2019-10-01 13:00,8325.42,8394.27,8309.41,8359.78,3.12407,00:00.0,26040.0777,114,0.828993,6922.7483,0
2019-10-01 14:00,8364.83,8374.59,8343.5,8352.98,1.122819,00:00.0,9388.7896,75,0.293226,2451.3327,0
2019-10-01 15:00,8356.78,8388.62,8328.91,8388.62,1.087749,00:00.0,9092.7812,53,0.78551,6569.9695,0
2019-10-01 16:00,8385.41,8482.64,8348.32,8449.48,4.872737,00:00.0,41099.8625,198,3.500304,29529.5244,0
2019-10-01 17:00,8449.66,8516,8261.78,8291.83,7.992224,00:00.0,66816.7246,244,3.226714,26957.4717,0
2019-10-01 18:00,8294.55,8337.76,8277.22,8304.75,2.395179,00:00.0,19902.4206,78,1.137714,9453.5493,0
2019-10-01 19:00,8286.88,8313.93,8247.56,8313.92,2.65873,00:00.0,22019.592,97,1.308273,10835.7563,0
2019-10-01 20:00,8322.57,8415.2,8298.43,8380.92,2.468858,00:00.0,20634.1701,48,1.717894,14339.4866,0
2019-10-01 21:00,8385.04,8392.49,8312.77,8312.77,0.927701,00:00.0,7759.3241,57,0.190022,1584.0298,0
2019-10-01 22:00,8317.37,8359.56,8296.4,8345.12,4.566751,00:00.0,38010.2304,43,3.327853,27683.9811,0
2019-10-01 23:00,8353.46,8383.22,8290.67,8315.83,2.055536,00:00.0,17091.3562,78,0.745363,6196.6718,0
2019-10-02 0:00,8316.41,8341.95,8291.35,8307.4,0.645213,00:00.0,5366.2941,45,0.187198,1556.8171,0
2019-10-02 1:00,8301.16,8345.82,8301.16,8302.22,0.863772,00:00.0,7195.5316,49,0.287223,2390.7357,0
2019-10-02 2:00,8302.22,8319.33,8264.91,8271.89,1.96925,00:00.0,16306.3192,80,0.516056,4278.083,0
2019-10-02 3:00,8268.68,8281.19,8225.51,8270.01,12.811259,00:00.0,105755.2357,274,10.348043,85428.7907,0
2019-10-02 4:00,8267.41,8277.24,8212.65,8234.08,1.995815,00:00.0,16435.3859,76,0.464618,3827.493,0
2019-10-02 5:00,8231.85,8232.23,8177.3,8179.06,1.063396,00:00.0,8718.7367,43,0.593642,4862.3556,0
2019-10-02 6:00,8190.4,8225.87,8190.4,8219.54,0.654857,00:00.0,5376.3715,32,0.216293,1775.6068,0
2019-10-02 7:00,8234.94,8248.73,8222.1,8222.28,0.545037,00:00.0,4488.7498,36,0.234234,1930.0236,0
2019-10-02 8:00,8220.77,8288.86,8220.77,8253.67,0.798948,00:00.0,6595.6937,35,0.248474,2055.0937,0
2019-10-02 9:00,8253.67,8274.87,8238.14,8243.26,0.224052,00:00.0,1850.9918,23,0.153379,1267.4583,0
2019-10-02 10:00,8248.03,8260.15,8226.54,8259.48,0.430889,00:00.0,3553.1703,29,0.180735,1490.9039,0
2019-10-02 11:00,8266.7,8300,8244.77,8280.26,0.844269,00:00.0,6971.5412,45,0.411279,3397.266,0
2019-10-02 12:00,8297.13,8311.26,8226.07,8226.07,0.913042,00:00.0,7537.098,32,0.516124,4260.26,0
2019-10-02 13:00,8238.12,8259.99,8222.12,8224.35,0.979821,00:00.0,8070.3346,46,0.205122,1688.5025,0
2019-10-02 14:00,8224.34,8258.75,8211.11,8249.89,0.992435,00:00.0,8165.0102,76,0.614513,5057.2079,0
2019-10-02 15:00,8250,8259.24,8231.56,8243.86,0.48928,00:00.0,4033.8225,21,0.345786,2850.5237,0
2019-10-02 16:00,8241.33,8278.47,8227.84,8237.5,1.095064,00:00.0,9043.5694,40,0.355286,2932.3262,0
2019-10-02 17:00,8224.78,8229.58,8202.73,8229.58,1.06375,00:00.0,8743.1572,39,0.139219,1144.5788,0
2019-10-02 18:00,8239.82,8268.42,8231.4,8231.4,1.816739,00:00.0,14978.6125,33,1.666409,13739.4026,0
2019-10-02 19:00,8237.95,8258.92,8231.62,8258.92,0.770701,00:00.0,6354.4383,50,0.546784,4509.3681,0
2019-10-02 20:00,8268.36,8279.11,8230.42,8231.84,0.691973,00:00.0,5710.9665,30,0.547799,4522.8265,0
2019-10-02 21:00,8232.23,8263.63,8231.84,8263.63,1.050933,00:00.0,8671.5309,35,0.743793,6136.9762,0
2019-10-02 22:00,8245.36,8285.12,8242.78,8279.64,0.905196,00:00.0,7489.4029,26,0.660666,5469.6729,0
2019-10-02 23:00,8281.49,8386.35,8281.49,8382.26,2.496898,00:00.0,20800.1953,69,1.243638,10355.863,0
2019-10-03 0:00,8400,8405.99,8338.57,8342.25,0.920655,00:00.0,7708.6421,68,0.267583,2237.0066,0
2019-10-03 1:00,8355.5,8363.61,8328.79,8345.79,0.97193,00:00.0,8105.5967,30,0.824727,6876.9999,0
2019-10-03 2:00,8354.88,8362.04,8346.43,8353.65,0.622313,00:00.0,5200.5368,20,0.167024,1395.4224,0
2019-10-03 3:00,8362.29,8364.04,8344.31,8346.68,0.556422,00:00.0,4645.6527,47,0.188218,1572.0723,0
2019-10-03 4:00,8346.68,8388.65,8346.68,8352.22,0.628488,00:00.0,5256.7561,40,0.45322,3788.9091,0
2019-10-03 5:00,8351.81,8359.89,8307,8316,4.679456,00:00.0,39061.1303,83,3.415432,28533.7748,0
2019-10-03 6:00,8310.36,8319.94,8286.01,8286.01,2.033571,00:00.0,16893.3064,84,0.800123,6649.6708,0
2019-10-03 7:00,8278.27,8288.23,8262.67,8278.41,0.819057,00:00.0,6779.0829,46,0.259432,2147.3935,0
2019-10-03 8:00,8275.56,8299.12,8255.46,8289.15,0.567687,00:00.0,4700.367,40,0.351706,2912.4183,0
2019-10-03 9:00,8305.32,8308.29,8275.09,8285.51,0.772344,00:00.0,6403.3726,42,0.574127,4761.1086,0
2019-10-03 10:00,8284.81,8286.34,8201.94,8220.31,1.488933,00:00.0,12268.4022,71,0.442959,3639.8954,0
2019-10-03 11:00,8214.51,8239.29,8211.33,8234.85,0.754877,00:00.0,6211.3012,31,0.373869,3077.1883,0
2019-10-03 12:00,8221.88,8256.71,8221.88,8237.32,0.415746,00:00.0,3427.204,23,0.24169,1992.9075,0
2019-10-03 13:00,8239.77,8249.21,8219.49,8230.2,0.791267,00:00.0,6514.3634,28,0.274674,2261.7283,0
2019-10-03 14:00,8225.83,8228.09,8083.11,8112.7,5.215127,00:00.0,42445.2459,162,2.529769,20576.4972,0
2019-10-03 15:00,8099.25,8139.33,8095.97,8118.81,1.363173,00:00.0,11070.6668,49,1.123658,9124.6253,0
2019-10-03 16:00,8116.26,8212.17,8110.61,8180.46,3.674001,00:00.0,30029.7998,75,2.475371,20237.2745,0
2019-10-03 17:00,8176.62,8176.71,8132.63,8148.69,1.261595,00:00.0,10293.026,49,0.411641,3356.9482,0
2019-10-03 18:00,8148.73,8149.75,8138.75,8145.48,1.048838,00:00.0,8543.8452,36,0.579467,4719.5854,0
2019-10-03 19:00,8145.02,8163.84,8098.5,8157.23,8.509766,00:00.0,69165.8406,143,6.717147,54585.2937,0
